doi,resolved_url,field,score,verdict_bucket,suggested_action,gold_value,parser_value,gold_on_page,parser_on_page,evidence,notes
10.1016/j.hpb.2018.06.1506,https://doi.org/10.1016/j.hpb.2018.06.1506,abstract,fuzzy=0.324 length_ratio=5.174 match@0.74=False,both_on_page_format_diff,fix_gold,Introduction: Early cholecystectomy decreases biliary events comparing with delayed cholecystectomy after ERCP. Some authors have reported a relationship between ERCP previous surgery and the intraoperative difficulty to perform surgery. There are no data about readmission after cholecystectomy acco…,Introduction: Early cholecystectomy decreases biliary events comparing with delayed cholecystectomy after ERCP. Some authors have reported a relationship between ERCP previous surgery and the intraoperative difficulty to perform surgery. There are no data about readmission after cholecystectomy acco…,True,True,"{""fuzzy_ratio"": 0.324, ""gold_on_page"": true, ""parser_on_page"": true}",
10.1016/j.ijcard.2013.04.029,https://doi.org/10.1016/j.ijcard.2013.04.029,abstract,fuzzy=0.448 length_ratio=3.462 match@0.74=False,both_on_page_format_diff,fix_gold,"We have read the comments by Dr. Coats [1,2] in reaction to our article [3]. Dr. Coats found an error in our article in the second comment letter. Dr. Coats suggested that too much trust in PubMed may enter flaws into overviews including meta-analyses by errors in source data. We are grateful for hi…","We have read the comments by Dr. Coats [
      1


Coats A.J.

Reply to the Hong-Lin Chen article on CONSORT (2010) recommendations.
                  Int J Cardiol. 2012; 162 (15): 4-5


Abstract
Full Text
Full Text PDF
PubMed
Scopus (1)
Google Scholar



,
      2


Coats A.J.

Beware of puttin…",True,True,"{""fuzzy_ratio"": 0.448, ""gold_on_page"": true, ""parser_on_page"": true}",
10.1016/j.ijsolstr.2006.06.007,https://doi.org/10.1016/j.ijsolstr.2006.06.007,abstract,fuzzy=0.492 length_ratio=1.668 match@0.74=False,both_on_page_format_diff,fix_gold,"The one-dimensional free energy model for ferroelectric materials developed by Smith et al. [Smith, R.C., Seelecke, S., Ounaies, Z., 2002. A free energy model for hysteresis in ferroelectric materials. J. Intell. Mater. Syst. Struct. 14(11), 719–739] is extended to three dimensions to quantify the c…","The one-dimensional free energy model for ferroelectric materials developed by Smith et al. [Smith, R.C., Seelecke, S., Ounaies, Z., 2002. A free energy model for piezoceramic materials. In: 9th SPIE Conference on Smart Structures and Materials, San Diego, USA, pp. 17–22; Smith, R.C., Seelecke, S., …",True,True,"{""fuzzy_ratio"": 0.492, ""gold_on_page"": true, ""parser_on_page"": true}",
10.1016/j.jaci.2017.04.038,https://doi.org/10.1016/j.jaci.2017.04.038,abstract,fuzzy=0.660 length_ratio=2.023 match@0.74=False,both_on_page_format_diff,fix_gold,"Diesel exhaust particles (DEPs) are a major component of particulate matter in Europe's largest cities, and epidemiologic evidence links exposure with respiratory symptoms and asthma exacerbations. Respiratory reflexes are responsible for symptoms and are regulated by vagal afferent nerves, which in…","BackgroundDiesel exhaust particles (DEPs) are a major component of particulate matter in Europe's largest cities, and epidemiologic evidence links exposure with respiratory symptoms and asthma exacerbations. Respiratory reflexes are responsible for symptoms and are regulated by vagal afferent nerves…",True,True,"{""fuzzy_ratio"": 0.66, ""gold_on_page"": true, ""parser_on_page"": true}",
10.1016/j.jaci.2018.12.384,https://doi.org/10.1016/j.jaci.2018.12.384,abstract,fuzzy=0.298 length_ratio=5.713 match@0.74=False,both_on_page_format_diff,fix_gold,"The Asian population in the United States demonstrate similar levels of food allergy and eczema, but reduced rates of asthma when compared to the non-Hispanic white population. We explored the hypothesis that different phenotypes of allergic disease exist and differ by race.","The Asian population in the United States demonstrate similar levels of food allergy and eczema, but reduced rates of asthma when compared to the non-Hispanic white population. We explored the hypothesis that different phenotypes of allergic disease exist and differ by race.
Utilizing data from the …",True,True,"{""fuzzy_ratio"": 0.298, ""gold_on_page"": true, ""parser_on_page"": true}",
10.1016/j.jat.2015.02.005,https://doi.org/10.1016/j.jat.2015.02.005,abstract,fuzzy=0.668 length_ratio=0.883 match@0.74=False,both_on_page_format_diff,fix_gold,Let {λj}j=1∞ be a sequence of distinct positive numbers. We find explicit formulae for the orthogonal Dirichlet polynomials {ϕn} formed from linear combinations of {e−λjt}j=1∞ with respect to the Laguerre weight medδ. The associated sequence of orthonormal polynomials consists of Para-orthogonal pol…,"Let { λ j } j = 1 ∞ be a sequence of distinct positive numbers. We find explicit formulae for the orthogonal Dirichlet polynomials { ψ n } formed from linear combinations of { λ j − i t } j = 1 n , associated with the Laguerre weight. Thus ∫ 0 ∞ ψ n ( t ) ψ m ( t ) ¯ e − t d t = δ m n . In addition,…",True,True,"{""fuzzy_ratio"": 0.668, ""gold_on_page"": true, ""parser_on_page"": true}",
10.1016/j.jde.2019.06.001,https://doi.org/10.1016/j.jde.2019.06.001,abstract,fuzzy=0.497 length_ratio=1.071 match@0.74=False,both_on_page_format_diff,fix_gold,"In this paper, we define the transition semi-wave solution (cf. Definition 1.1) of the following reaction diffusion equation with free boundaries(1){ut=uxx+f(u,x),t>0,h0<x<h(t),u(t,h0)=u(t,h(t))=0,t>0,h′(t)=−μux(t,h(t)),t>0,u(0,x)=u0(x),h0<x<h(0),where μ>0 is a given constant and h0∈R∪{−∞}. We inves…","In this paper, we define the transition semi-wave solution (cf. Definition 1.1 ) of the following reaction diffusion equation with free boundaries (1) { u t = u x x + f ( t , x , u ) , t ∈ R , x < h ( t ) , u ( t , h ( t ) ) = 0 , t ∈ R , h ′ ( t ) = − μ u x ( t , h ( t ) ) , t ∈ R . In the homogene…",True,True,"{""fuzzy_ratio"": 0.497, ""gold_on_page"": true, ""parser_on_page"": true}",
10.1016/j.jece.2026.121318,https://doi.org/10.1016/j.jece.2026.121318,abstract,fuzzy=0.150 length_ratio=12.225 match@0.74=False,both_on_page_format_diff,fix_gold,The dwindling supply of freshwater has become a dire threat to enduring prosperity and the evolution of our global community in the 21st century. Harn…,"The dwindling supply of freshwater has become a dire threat to enduring prosperity and the evolution of our global community in the 21st century. Harnessing atmospheric moisture represents an auspicious strategy for addressing the water scarcity dilemma in underdeveloped regions, boasting advantages…",True,True,"{""fuzzy_ratio"": 0.15, ""gold_on_page"": true, ""parser_on_page"": true}",
10.1016/j.jhin.2007.02.012,https://doi.org/10.1016/j.jhin.2007.02.012,abstract,fuzzy=0.160 length_ratio=11.510 match@0.74=False,both_on_page_format_diff,fix_gold,"It has been described recently that the application of a specific propanol-based hand rub for surgical hand disinfection is equally effective according to EN 12791 in 1.5 min when compared with the traditionally recommended 3min.1,2 More data obtained with the test method of the US Food and Drug Adm…","It has been described recently that the application of a specific propanol-based hand
      rub for surgical hand disinfection is equally effective according to EN 12791 in 1.5
      min when compared with the traditionally recommended 3 min.
      1


Kampf G.
Ostermeyer C.
Heeg P.

Surgical han…",True,True,"{""fuzzy_ratio"": 0.16, ""gold_on_page"": true, ""parser_on_page"": true}",
10.1016/j.jobe.2024.109571,https://doi.org/10.1016/j.jobe.2024.109571,abstract,fuzzy=0.549 length_ratio=2.016 match@0.74=False,both_on_page_format_diff,fix_gold,Biocomposites are innovative materials usually made of natural fibers embedded in a natural matrix. The mechanical behavior of such materials when exposed to environmental aging is crucial for their use in structural applications. This paper presents an experimental investigation of the mechanical p…,"Biocomposites are innovative materials usually made of natural fibers embedded in a natural matrix. The mechanical behavior of such materials when exposed to the environmental agents (i.e. UV radiations, high/low temperature, variable humidity conditions) is a crucial issue. This paper is aimed to i…",True,True,"{""fuzzy_ratio"": 0.549, ""gold_on_page"": true, ""parser_on_page"": true}",
10.1016/j.joms.2007.06.259,https://doi.org/10.1016/j.joms.2007.06.259,abstract,fuzzy=0.225 length_ratio=7.904 match@0.74=False,both_on_page_format_diff,fix_gold,"In the maxillofacial region, distraction osteogenesis provides autologous and predictable bone formation without grafting procedures but requires a long treatment time which includes latent, lengthening, and consolidation periods.","In the maxillofacial region, distraction osteogenesis provides autologous and predictable bone formation without grafting procedures but requires a long treatment time which includes latent, lengthening, and consolidation periods.
Twelve adult male rabbits between 3.0 kg and 3.4 kg underwent bilater…",True,True,"{""fuzzy_ratio"": 0.225, ""gold_on_page"": true, ""parser_on_page"": true}",
10.1016/j.jpeds.2019.08.039,https://doi.org/10.1016/j.jpeds.2019.08.039,abstract,fuzzy=0.629 length_ratio=2.163 match@0.74=False,both_on_page_format_diff,fix_gold,To evaluate whether cystic fibrosis transmembrane conductance regulator (CFTR) variants are more common among individuals tested for primary ciliary dyskinesia (PCD) compared with controls. Data were studied from 1021 individuals with commercial genetic testing for suspected PCD and 91 777 controls …,"
Objective
To evaluate whether cystic fibrosis transmembrane conductance regulator (CFTR) variants are more common among individuals tested for primary ciliary dyskinesia
         (PCD) compared with controls.
Study design
Data were studied from 1021 individuals with commercial genetic testing for s…",True,True,"{""fuzzy_ratio"": 0.629, ""gold_on_page"": true, ""parser_on_page"": true}",
10.1016/j.jspi.2013.07.007,https://doi.org/10.1016/j.jspi.2013.07.007,abstract,fuzzy=0.531 length_ratio=1.126 match@0.74=False,both_on_page_format_diff,fix_gold,"We show that smoothing spline, intrinsic autoregression (IAR) and state-space model can be formulated as partially specified random-effect model with singular precision matrix. For completely specified random-effect model with nonsingular precision matrix, restricted maximum likelihood (REML) is a s…","We show that smoothing spline, intrinsic autoregression (IAR) and state-space model can be formulated as partially specified random-effect model with singular precision (SP). Various fitting methods have been suggested for the aforementioned models and this paper investigates the relationships among…",True,True,"{""fuzzy_ratio"": 0.531, ""gold_on_page"": true, ""parser_on_page"": true}",
10.1016/j.jstrokecerebrovasdis.2016.01.037,https://doi.org/10.1016/j.jstrokecerebrovasdis.2016.01.037,abstract,fuzzy=0.619 length_ratio=2.222 match@0.74=False,both_on_page_format_diff,fix_gold,"To examine the individual effect of elevated homocysteine and its combined effect with hypertension on early carotid artery atherosclerosis (ECAS). We recruited 1257 subjects from a community-based population in Beijing, China, aged 55 years and older. The definition of hyperhomocysteinemia was refe…","
Background
To examine the individual effect of elevated homocysteine and its combined effect
         with hypertension on early carotid artery atherosclerosis (ECAS).
Methods
We recruited 1257 subjects from a community-based population in Beijing, China, aged
         55 years and older. The defin…",True,True,"{""fuzzy_ratio"": 0.619, ""gold_on_page"": true, ""parser_on_page"": true}",
10.1016/j.jval.2014.08.635,https://doi.org/10.1016/j.jval.2014.08.635,abstract,fuzzy=0.399 length_ratio=4.010 match@0.74=False,both_on_page_format_diff,fix_gold,"Inadequate glycemic, blood pressure (BP), and low-density lipoprotein (LDL) control among persons with type 2 diabetes mellitus (T2DM) increases the risk of T2DM-related complications, which require more intensive and costly therapy. Extending on a recently-conducted study in Dubai, UAE, we assessed…","Inadequate glycemic, blood pressure (BP), and low-density lipoprotein (LDL) control among persons with type 2 diabetes mellitus (T2DM) increases the risk of T2DM-related complications, which require more intensive and costly therapy. Extending on a recently-conducted study in Dubai, UAE, we assessed…",True,True,"{""fuzzy_ratio"": 0.399, ""gold_on_page"": true, ""parser_on_page"": true}",
10.1016/j.jvs.2013.02.193,https://doi.org/10.1016/j.jvs.2013.02.193,abstract,fuzzy=0.458 length_ratio=3.363 match@0.74=False,both_on_page_format_diff,fix_gold,"Contrast Induced Nephropathy (CIN) is the third leading cause of hospital acquired renal failure, which is a common complication following endovascular surgery procedures. The mechanism of CIN is not fully understood. Adenosine receptors (AR) regulate various physiological activities in kidney. We h…","Contrast Induced Nephropathy (CIN) is the third leading cause of hospital acquired renal failure, which is a common complication following endovascular surgery procedures. The mechanism of CIN is not fully understood. Adenosine receptors (AR) regulate various physiological activities in kidney. We h…",True,True,"{""fuzzy_ratio"": 0.458, ""gold_on_page"": true, ""parser_on_page"": true}",
10.1016/j.laa.2024.03.010,https://doi.org/10.1016/j.laa.2024.03.010,abstract,fuzzy=0.576 length_ratio=2.004 match@0.74=False,both_on_page_format_diff,fix_gold,"In this work, we provide some further refinements for the following concavity inequality AσB+CσD≤(A+C)σ(B+D) for positive invertible bounded linear operators A, B, C, D and σ∈(0,1]. We also give further extensions and generalizations involving multiple operators and matrix means.","In this work, we provide some further refinements for the following concavity inequality A σ B + C σ D ≤ ( A + C ) σ ( B + D ) for positive invertible bounded linear operators A , B , C , D on a complex Hilbert space and for an operator mean σ . To this end, we use the operator majorization intended…",True,True,"{""fuzzy_ratio"": 0.576, ""gold_on_page"": true, ""parser_on_page"": true}",
10.1016/j.na.2006.12.029,https://doi.org/10.1016/j.na.2006.12.029,abstract,fuzzy=0.576 length_ratio=1.651 match@0.74=False,both_on_page_format_diff,fix_gold,This paper addresses the robust stabilization and robust H∞ control problems of uncertain fuzzy delayed systems via a parallel distributed compensation (PDC) controller. The uncertainties are assumed to be time-varying and norm-bounded. New delay-dependent sufficient conditions for the solvability o…,"This paper addresses the robust stabilization and robust H ∞ control problems of uncertain fuzzy delayed systems via a parallel distributed compensation (PDC) scheme. The uncertainties are norm bounded, and the delay may be either constant or time varying, and either differentiable or non-differenti…",True,True,"{""fuzzy_ratio"": 0.576, ""gold_on_page"": true, ""parser_on_page"": true}",
10.1016/j.net.2023.05.017,https://doi.org/10.1016/j.net.2023.05.017,abstract,fuzzy=0.460 length_ratio=2.075 match@0.74=False,both_on_page_format_diff,fix_gold,"Nowadays, mobile robots have been used to search for uncontrolled radioactive source in indoor environments to avoid radiation exposure for technicians. To estimate the source location, mobile robots have to measure the radiation intensity in the environment autonomously. During this process, the mo…","Nowadays, mobile robots have been used to search for uncontrolled radioactive source in indoor environments to avoid radiation exposure for technicians. However, in the indoor environments, especially in the presence of obstacles, how to make the robots with limited sensing capabilities automaticall…",True,True,"{""fuzzy_ratio"": 0.46, ""gold_on_page"": true, ""parser_on_page"": true}",
10.1016/j.oooo.2012.03.025,https://doi.org/10.1016/j.oooo.2012.03.025,abstract,fuzzy=0.409 length_ratio=3.894 match@0.74=False,both_on_page_format_diff,fix_gold,"A 1-year-old male infant was referred to our hospital complaining of a painless swelling extending from the sublingual region to the floor of the mouth. His mother had first become aware of the anomaly 5 months previously, but she thought that her son's intraoral appearance was normal, so the lesion…","A 1-year-old male infant was referred to our hospital complaining of a painless swelling
      extending from the sublingual region to the floor of the mouth. His mother had first
      become aware of the anomaly 5 months previously, but she thought that her son's intraoral
      appearance was nor…",True,True,"{""fuzzy_ratio"": 0.409, ""gold_on_page"": true, ""parser_on_page"": true}",
10.1016/j.physletb.2016.03.083,https://doi.org/10.1016/j.physletb.2016.03.083,abstract,fuzzy=0.491 length_ratio=0.358 match@0.74=False,both_on_page_format_diff,fix_gold,"We apply the differential equation method to the calculation of the total Born cross section of the process Z1Z2→Z1Z2e+e−. We obtain explicit expressions for the total cross sections σtot as function of the center of mass energy √s and collision charges Z1, Z2 and their derivatives with respect to √…",We apply the differential equation method to the calculation of the total Born cross section of the process Z 1 Z 2 → Z 1 Z 2 e + e − . We obtain explicit expression for the cross section exact in the relative velocity of the nuclei.,True,True,"{""fuzzy_ratio"": 0.491, ""gold_on_page"": true, ""parser_on_page"": true}",
